IPA	IPA_Core	Place	advanced tongue root	anterior	approximant	back	click	consonantal	constricted glottis	continuant	coronal	delayed release	distributed	dorsal	epilaryngeal source	fortis	front	high	labial	labiodental	lateral	long	low	lowered larynx implosive	nasal	periodic glottal source	raised larynx ejective	retracted tongue root	round	short	sonorant	spread glottis	stress	strident	syllabic	tap	tense	tone	trill	˧	˥
s	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-		
sː	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-		
t	t	Tip		+	-		-	+	-	-	+	-	-	-	-	-			-		-	-		-	-	-	-			-	-	-	-	-	-	-			-		
tsː	ts	Tip		+	-		-	+	-	-	+	+	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-		
tː	t	Tip		+	-		-	+	-	-	+	-	-	-	-	-			-		-	+		-	-	-	-			-	-	-	-	-	-	-			-		
t̠ʃ	ts	Tip		-	-		-	+	-	-	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-		
t̠ʃː	ts	Tip		-	-		-	+	-	-	+	+	+	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-		
w	w	Lips			+	+	-	-	-	+	-			+	-	-	-	+	+	-	-	-	-	-	-	+	-		+	-	+	-	-		-	-	+		-		
z	s	Tip		+	-		-	+	-	+	+	+	-	-	-	-			-		-	-		-	-	+	-			-	-	-	-	+	-	-			-		
çː	cç	Body		-	-	-	-	+	-	-	+	+	+	+	-	-	+	+	-		-	+	-	-	-	-	-			-	-	-	-	-	-	-			-		
ŋ	ŋ	Body			-	-	-	+	-	-	-			+	-	-	-	+	-		-	-	-	-	+	+	-			-	+	-	-		-	-			-		
ɔ	o	Vowel	-		+	+		-	-	+	-			+	-		-	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	-		-		
ɔː	o	Vowel	-		+	+		-	-	+	-			+	-		-	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-		+	-	-		-		
ɔː˥	o	Vowel	-		+	+		-	-	+	-			+	-		-	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-		+	-	-	+	-		+
ɔː˧	o	Vowel	-		+	+		-	-	+	-			+	-		-	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-		+	-	-	+	-	+	
ɔ˥	o	Vowel	-		+	+		-	-	+	-			+	-		-	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	-	+	-		+
ɔ˧	o	Vowel	-		+	+		-	-	+	-			+	-		-	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-		+	-	-	+	-	+	
ɛ	e	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	-		-		
ɛː	e	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	-		-		
ɛː˥	e	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	-	+	-		+
ɛː˧	e	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	-	+	-	+	
ɛ˥	e	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	-	+	-		+
ɛ˧	e	Vowel	-		+	-		-	-	+	-			+	-		+	-	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	-	+	-	+	
ɡ	k	Body			-	-	-	+	-	-	-	-		+	-	-	-	+	-		-	-	-	-	-	+	-			-	-	-	-		-	-			-		
ɯ	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	+		-		
ɯː	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	+		-		
ɯː˥	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	+	+	-		+
ɯː˧	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	+	-	-	-	+	-	-		-	+	-	-		+	-	+	+	-	+	
ɯ˥	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	+	+	-		+
ɯ˧	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	-	-	-	-	+	-	-		-	+	-	-		+	-	+	+	-	+	
ɯ̃	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	-	-	-	+	+	-	-		-	+	-	-		+	-	+		-		
ɯ̃˥	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	-	-	-	+	+	-	-		-	+	-	-		+	-	+	+	-		+
ɯ̃˧	ɨ	Vowel	-		+	+		-	-	+	-			+	-		-	+	-		-	-	-	-	+	+	-	-		-	+	-	-		+	-	+	+	-	+	
ɾ	ɻ	Tip		+	+		-	+	-	+	+		-	-	-	-			-		-	-		-	-	+	-			-	+	-	-	-	-	+			-		
ʃ	s	Tip		-	-		-	+	-	+	+	+	+	-	-	-			-		-	-		-	-	-	-			-	-	-	-	+	-	-			-		
ʃː	s	Tip		-	-		-	+	-	+	+	+	+	-	-	-			-		-	+		-	-	-	-			-	-	-	-	+	-	-			-		
ʔ	ʔ	Guttural			-		-	+	+	-	-	-		-	-	-			-		-	-		-	-	-	-			-	-	-	-		-	-			-		
